audit_status,audit_reason,market,stock_code,company_name,priority_level,level1_tag,level2_tag,level3_tag,evidence_method,sector,main_business,strategic_business,industry_level_1,industry_level_2,industry_level_3,policy_review_note,tag_batch,ah_conflict,audit_source_url
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688026,洁特生物,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为液体处理类,生物培养类、液体处理类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“生物培养类、液体处理类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688029,南微医学,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为内镜耗材类,内镜耗材类、肿瘤介入类、可视化类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“内镜耗材类、肿瘤介入类、可视化类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,688035,德邦科技,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,旧批次人工复核,公司主营业务为新能源应用材料,集成电路封装材料、智能终端封装材料、新能源应用材料、高端装备应用材料,,电子,电子化学品,电子化学品Ⅲ,Codex复核：结合主营业务将候选结果调整为集成电路材料,PREEXISTING,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688050,爱博医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为人工晶状体,人工晶状体、角膜塑形镜、隐形眼镜,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“人工晶状体、角膜塑形镜、隐形眼镜”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688085,三友医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为脊柱类植入耗材,脊柱类植入耗材、创伤类植入耗材、有源设备,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“脊柱类植入耗材、创伤类植入耗材、有源设备”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,688106,金宏气体,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为大宗气体,大宗气体、特种气体、现场制气及租金、燃气,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“大宗气体、特种气体、现场制气及租金、燃气”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688108,赛诺医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为支架,支架、球囊,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“支架、球囊”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688151,华强科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为药用丁基胶塞,个体防护装备、集体防护装备、药用丁基胶塞,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“个体防护装备、集体防护装备、药用丁基胶塞”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688161,威高骨科,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为关节,脊柱、创伤、关节、运动医学和组织修复,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“脊柱、创伤、关节、运动医学和组织修复”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
D_确认需修正,核心为激光切割控制软件与控制系统，当前“先进计算与信息设备”不准确，应归工业软件,cn,688188,柏楚电子,3,用户常用,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为平面解决方案,平面解决方案、管材解决方案、三维解决方案,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“平面解决方案、管材解决方案、三维解决方案”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False,https://static.sse.com.cn/stock/disclosure/announcement/c/202603/002062_20260331_EQGA.pdf
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,688210,统联精密,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为其他金属工艺制品及塑胶产品,MIM产品、模治具及设备,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“MIM产品、模治具及设备”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,688260,昀冢科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为CMI件,CMI件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“CMI件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,688268,华特气体,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为光刻及其他混合气体,普通工业气体、氟碳类、氢化物、氮氧化合物、碳氧化合物,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“普通工业气体、氟碳类、氢化物、氮氧化合物、碳氧化合物”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖其他自动化设备,cn,688306,均普智能,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营/战略文本,公司主营业务为智能制造装备产品,智能制造装备产品,,机械设备,自动化设备,其他自动化设备,2026-08-30复核：生产主营业务“智能制造装备产品”命中“智能制造装备”；归入高端装备,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688314,康拓医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为PEEK材料神经外科产品,PEEK材料神经外科产品、钛材料神经外科产品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“PEEK材料神经外科产品、钛材料神经外科产品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688351,微电生理,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为导管类产品,导管类产品、设备类产品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“导管类产品、设备类产品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
D_确认需修正,主营PCB电镀化学品，当前“集成电路材料”口径过窄且不准确,cn,688359,三孚新科,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为电子化学品,电子化学品、通用电镀化学品、设备及设备构件,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“电子化学品、通用电镀化学品、设备及设备构件”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688366,昊海生科,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为医疗美容与创面护理产品,医疗美容与创面护理产品、眼科产品、骨科产品、防粘连及止血产品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“医疗美容与创面护理产品、眼科产品、骨科产品、防粘连及止血产品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖电子化学品Ⅲ,cn,688371,菲沃泰,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为纳米薄膜产品,纳米薄膜产品,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“纳米薄膜产品”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖锂电池,cn,688388,嘉元科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营/战略文本,公司主营业务为锂电铜箔,锂电铜箔、标准铜箔,,电力设备,电池,锂电池,2026-08-30复核：生产主营业务“锂电铜箔、标准铜箔”命中“锂电铜箔”；归入新材料,20260830_NEW,False,
D_确认需修正,主营显示材料和医药中间体，不是集成电路材料,cn,688550,瑞联新材,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为显示材料,显示材料、医药中间体,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“显示材料、医药中间体”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到新型显示直接证据；当前主要依赖激光设备,cn,688559,海目星,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营/战略文本,公司主营业务为动力电池激光及自动化设备,动力电池激光及自动化设备、3C消费类电子激光及自动化设备、钣金激光切割设备、光伏行业激光及自动化设备、新型显示行业激光及自动化设备,,机械设备,自动化设备,激光设备,2026-08-30复核：生产主营业务“动力电池激光及自动化设备、3C消费类电子激光及自动化设备、钣金激光切割设备、光伏行业激光及自动化设备、新型显示行业激光及自动化设备”命中“新型显示”；归入新型显示,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖轨交设备Ⅲ,cn,688569,铁科轨道,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为轨道扣件,轨道扣件、预应力钢丝及锚固板、铁路桥梁支座、工程材料、轨道部件加工服务,,机械设备,轨交设备,轨交设备Ⅲ,2026-08-30复核：生产主营“轨道扣件、预应力钢丝及锚固板、铁路桥梁支座、工程材料、轨道部件加工服务”，行业分类“机械设备/轨交设备/轨交设备Ⅲ”；归入高端装备,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688576,西山科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为手术动力装置,手术动力装置、其中：整机、耗材、配件,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“手术动力装置、其中：整机、耗材、配件”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688581,安杰思,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为GI类,GI类、EMR/ESD类、ERCP类、仪器类,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“GI类、EMR/ESD类、ERCP类、仪器类”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
D_确认需修正,主营PCB沉铜/电镀化学品，不是集成电路材料,cn,688603,天承科技,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为沉铜电镀专用化学品,沉铜电镀专用化学品、垂直沉铜专用化学品、水平沉铜专用化学品、电镀专用化学品、铜面处理专用化学品,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“沉铜电镀专用化学品、垂直沉铜专用化学品、水平沉铜专用化学品、电镀专用化学品、铜面处理专用化学品”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688613,奥精医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为骼金,骼金、颅瑞、齿贝、BonGold、口腔种植体,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“骼金、颅瑞、齿贝、BonGold、口腔种植体”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,688617,惠泰医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为冠脉通路类,电生理、冠脉通路类、外周介入类、非血管介入类、OEM,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“电生理、冠脉通路类、外周介入类、非血管介入类、OEM”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,688678,福立旺,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为3C精密零部件,3C精密零部件、汽车精密零部件、电动工具零部件、金刚线母线及黄铜丝、一般精密零部件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“3C精密零部件、汽车精密零部件、电动工具零部件、金刚线母线及黄铜丝、一般精密零部件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False,
D_确认需修正,主营功能胶膜及电池箔，缺少集成电路材料主营证据,cn,688683,莱尔科技,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为功能胶膜类材料,功能胶膜类材料、功能胶膜类应用产品、电池箔,,电子,电子化学品,电子化学品Ⅲ,2026-08-30复核：生产主营“功能胶膜类材料、功能胶膜类应用产品、电池箔”，行业分类“电子/电子化学品/电子化学品Ⅲ”；归入集成电路材料,20260830_NEW,False,
C_需人工复核,未在主营/新战略业务中找到先进材料直接证据；当前主要依赖原料药,cn,688690,纳微科技,4,国家重点扶持产业,第三梯队：卡脖子底座,先进材料,旧批次人工复核,公司主营业务为色谱填料和层析介质产品,色谱填料和层析介质产品、色谱分析仪器及配件、蛋白层析系统及配件、液相色谱柱及样品前处理产品、IVD用核心微球产品、光电领域用微球产品、分离纯化技术服务,,医药生物,化学制药,原料药,Codex复核：结合主营业务将候选结果调整为先进材料,PREEXISTING,False,
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖旧批次人工复核,hk,08490,骏码半导体,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,旧批次人工复核,公司主营业务为鍵合線,鍵合線、封裝膠,,,,,Codex复核：结合主营业务将候选结果调整为集成电路材料,PREEXISTING,False,
